==============================================================================
  Time (s)    DT (s)  CV  NIT Max Residual    Fluid      Elapsed      Left    
     18.8981  0.12E-02  C  15 P0=0.29E-03     0.12s       1.34h       4.71m   
     18.8995  0.13E-02  C  15 P0=0.29E-03     0.12s       1.35h       4.71m   
     18.9007  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.70m   
     18.9020  0.13E-02  C  15 P0=0.33E-03     0.13s       1.35h       4.69m   
     18.9033  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.69m   
     18.9047  0.13E-02  C  15 P0=0.33E-03     0.13s       1.35h       4.68m   
     18.9060  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.68m   
     18.9075  0.15E-02  C  15 P0=0.33E-03     0.13s       1.35h       4.67m   
     18.9087  0.13E-02  C  15 P0=0.33E-03     0.31s       1.35h       4.66m   
     18.9100  0.13E-02  C  15 P0=0.33E-03     0.13s       1.35h       4.66m   
     18.9113  0.13E-02  C  15 P0=0.34E-03     0.13s       1.35h       4.65m   
     18.9127  0.13E-02  C  15 P0=0.33E-03     0.13s       1.35h       4.65m   
     18.9140  0.13E-02  C  15 P0=0.34E-03     0.13s       1.35h       4.64m   
     18.9155  0.15E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.64m   
     18.9167  0.13E-02  C  15 P0=0.34E-03     0.27s       1.35h       4.63m   
     18.9180  0.13E-02  C  15 P0=0.32E-03     0.13s       1.35h       4.62m   
     18.9193  0.13E-02  C  15 P0=0.33E-03     0.13s       1.35h       4.62m   
     18.9207  0.13E-02  C  15 P0=0.33E-03     0.12s       1.35h       4.61m   
     18.9220  0.13E-02  C  15 P0=0.32E-03     0.13s       1.35h       4.61m   
     18.9235  0.15E-02  C  15 P0=0.33E-03     0.12s       1.35h       4.60m   
     18.9247  0.13E-02  C  15 P0=0.32E-03     0.27s       1.35h       4.59m   
     18.9260  0.13E-02  C  15 P0=0.34E-03     0.12s       1.35h       4.59m   
     18.9273  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.58m   
     18.9287  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.58m   
     18.9300  0.13E-02  C  15 P0=0.33E-03     0.12s       1.35h       4.57m   
     18.9315  0.15E-02  C  15 P0=0.32E-03     0.13s       1.35h       4.56m   
     18.9327  0.13E-02  C  15 P0=0.32E-03     0.26s       1.35h       4.56m   
     18.9340  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.55m   
     18.9353  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.55m   
     18.9367  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.54m   
     18.9380  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.54m   
     18.9395  0.15E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.53m   
     18.9408  0.15E-02  C  15 P0=0.35E-03     0.13s       1.35h       4.52m   
     18.9423  0.15E-02  C  15 P0=0.40E-03     0.13s       1.35h       4.52m   
     18.9436  0.13E-02  C  15 P0=0.32E-03     0.30s       1.35h       4.51m   
     18.9449  0.13E-02  C  15 P0=0.34E-03     0.12s       1.35h       4.51m   
     18.9463  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.50m   
     18.9476  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.49m   
     18.9489  0.13E-02  C  15 P0=0.33E-03     0.12s       1.35h       4.49m   
     18.9504  0.15E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.48m   
     18.9516  0.13E-02  C  15 P0=0.33E-03     0.26s       1.35h       4.48m   
     18.9529  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.47m   
     18.9543  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.46m   
     18.9556  0.13E-02  C  15 P0=0.32E-03     0.13s       1.35h       4.46m   
     18.9569  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.45m   
     18.9584  0.15E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.45m   
     18.9598  0.15E-02  C  15 P0=0.37E-03     0.12s       1.35h       4.44m   
     18.9612  0.15E-02  C  16 P0=0.36E-03     0.13s       1.35h       4.43m   
     18.9626  0.13E-02  C  15 P0=0.33E-03     0.27s       1.35h       4.43m   
     18.9639  0.13E-02  C  15 P0=0.35E-03     0.12s       1.35h       4.42m   
     18.9652  0.13E-02  C  15 P0=0.34E-03     0.13s       1.35h       4.42m   
     18.9666  0.13E-02  C  15 P0=0.33E-03     0.12s       1.35h       4.41m   
     18.9679  0.13E-02  C  15 P0=0.32E-03     0.13s       1.35h       4.40m   
     18.9694  0.15E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.40m   
     18.9706  0.13E-02  C  15 P0=0.32E-03     0.26s       1.35h       4.39m   
     18.9719  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.39m   
     18.9732  0.13E-02  C  15 P0=0.32E-03     0.14s       1.35h       4.38m   
     18.9746  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.37m   
     18.9759  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.37m   
     18.9774  0.15E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.36m   
     18.9787  0.15E-02  C  15 P0=0.35E-03     0.12s       1.35h       4.36m   
     18.9802  0.15E-02  C  15 P0=0.42E-03     0.13s       1.35h       4.35m   
     18.9817  0.15E-02  C  15 P0=0.37E-03     0.13s       1.35h       4.34m   
     18.9830  0.13E-02  C  15 P0=0.33E-03     0.26s       1.35h       4.34m   
     18.9843  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.33m   
     18.9857  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.33m   
     18.9870  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.32m   
     18.9883  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.31m   
     18.9898  0.15E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.31m   
     18.9911  0.15E-02  C  15 P0=0.46E-03     0.13s       1.35h       4.30m   
     18.9925  0.13E-02  C  15 P0=0.31E-03     0.26s       1.35h       4.30m   
     18.9938  0.13E-02  C  15 P0=0.34E-03     0.12s       1.35h       4.29m   
     18.9951  0.13E-02  C  15 P0=0.33E-03     0.12s       1.35h       4.28m   
     18.9965  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.28m   
     18.9978  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.27m   
     18.9993  0.15E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.27m   
     19.0005  0.13E-02  C  15 P0=0.32E-03     0.26s       1.35h       4.26m   
     19.0018  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.26m   
     19.0031  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.25m   
     19.0045  0.13E-02  C  15 P0=0.32E-03     0.14s       1.35h       4.24m   
     19.0058  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.24m   
     19.0073  0.15E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.23m   
     19.0086  0.15E-02  C  15 P0=0.45E-03     0.13s       1.35h       4.23m   
     19.0099  0.13E-02  C  15 P0=0.32E-03     0.27s       1.35h       4.22m   
     19.0113  0.13E-02  C  15 P0=0.37E-03     0.12s       1.35h       4.21m   
     19.0126  0.13E-02  C  15 P0=0.33E-03     0.12s       1.35h       4.21m   
     19.0139  0.13E-02  C  15 P0=0.37E-03     0.13s       1.35h       4.20m   
     19.0153  0.13E-02  C  15 P0=0.35E-03     0.13s       1.35h       4.20m   
     19.0168  0.15E-02  C  15 P0=0.33E-03     0.13s       1.35h       4.19m   
     19.0179  0.13E-02  C  15 P0=0.38E-03     0.27s       1.35h       4.18m   
     19.0193  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.18m   
     19.0206  0.13E-02  C  15 P0=0.38E-03     0.12s       1.35h       4.17m   
     19.0219  0.13E-02  C  15 P0=0.35E-03     0.12s       1.35h       4.17m   
     19.0233  0.13E-02  C  15 P0=0.40E-03     0.12s       1.35h       4.16m   
     19.0247  0.15E-02  C  15 P0=0.40E-03     0.12s       1.35h       4.16m   
     19.0259  0.13E-02  C  15 P0=0.40E-03     0.23s       1.35h       4.15m   
     19.0273  0.13E-02  C  16 P0=0.37E-03     0.13s       1.35h       4.14m   
     19.0286  0.13E-02  C  15 P0=0.35E-03     0.12s       1.35h       4.14m   
     19.0299  0.13E-02  C  16 P0=0.42E-03     0.13s       1.35h       4.13m   
     19.0313  0.13E-02  C  16 P0=0.45E-03     0.13s       1.35h       4.13m   
     19.0325  0.12E-02  C  15 P0=0.29E-03     0.30s       1.35h       4.12m   
     19.0337  0.12E-02  C  14 P0=0.48E-03     0.12s       1.35h       4.12m   
     19.0349  0.12E-02  C  14 P0=0.47E-03     0.17s       1.35h       4.11m   
     19.0361  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       4.10m   
     19.0373  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       4.10m   
     19.0386  0.13E-02  C  14 P0=0.47E-03     0.12s       1.35h       4.09m   
     19.0398  0.13E-02  C  15 P0=0.30E-03     0.13s       1.35h       4.09m   
     19.0411  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.08m   
     19.0425  0.13E-02  C  15 P0=0.31E-03     0.13s       1.35h       4.08m   
     19.0438  0.13E-02  C  15 P0=0.37E-03     0.13s       1.35h       4.07m   
     19.0451  0.13E-02  C  15 P0=0.32E-03     0.13s       1.35h       4.07m   
     19.0463  0.12E-02  C  14 P0=0.48E-03     0.26s       1.35h       4.06m   
     19.0475  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       4.05m   
     19.0487  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       4.05m   
     19.0499  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       4.04m   
     19.0511  0.12E-02  C  14 P0=0.46E-03     0.12s       1.35h       4.04m   
     19.0524  0.13E-02  C  14 P0=0.47E-03     0.12s       1.35h       4.03m   
     19.0536  0.13E-02  C  15 P0=0.32E-03     0.12s       1.35h       4.03m   
     19.0550  0.13E-02  C  15 P0=0.31E-03     0.12s       1.35h       4.02m   
     19.0563  0.13E-02  C  15 P0=0.33E-03     0.12s       1.35h       4.02m   
     19.0576  0.13E-02  C  15 P0=0.42E-03     0.12s       1.35h       4.01m   
     19.0590  0.13E-02  C  15 P0=0.37E-03     0.12s       1.35h       4.00m   
     19.0602  0.12E-02  C  15 P0=0.30E-03     0.26s       1.35h       4.00m   
     19.0614  0.12E-02  C  14 P0=0.46E-03     0.12s       1.35h       3.99m   
     19.0626  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.99m   
     19.0638  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.98m   
     19.0650  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.98m   
     19.0663  0.13E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.97m   
     19.0675  0.13E-02  C  15 P0=0.34E-03     0.12s       1.35h       3.97m   
     19.0688  0.13E-02  C  16 P0=0.39E-03     0.15s       1.35h       3.96m   
     19.0700  0.12E-02  C  15 P0=0.30E-03     0.27s       1.35h       3.96m   
     19.0712  0.12E-02  C  15 P0=0.35E-03     0.12s       1.35h       3.95m   
     19.0724  0.12E-02  C  15 P0=0.30E-03     0.12s       1.35h       3.95m   
     19.0736  0.12E-02  C  15 P0=0.30E-03     0.12s       1.35h       3.94m   
     19.0748  0.12E-02  C  15 P0=0.31E-03     0.12s       1.35h       3.94m   
     19.0762  0.13E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.93m   
     19.0772  0.12E-02  C  15 P0=0.30E-03     0.26s       1.35h       3.92m   
     19.0784  0.12E-02  C  14 P0=0.48E-03     0.12s       1.35h       3.92m   
     19.0796  0.12E-02  C  14 P0=0.48E-03     0.12s       1.35h       3.91m   
     19.0808  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.91m   
     19.0820  0.12E-02  C  14 P0=0.47E-03     0.11s       1.35h       3.90m   
     19.0834  0.13E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.90m   
     19.0846  0.13E-02  C  15 P0=0.41E-03     0.12s       1.35h       3.89m   
     19.0858  0.12E-02  C  15 P0=0.29E-03     0.26s       1.35h       3.89m   
     19.0870  0.12E-02  C  15 P0=0.34E-03     0.13s       1.35h       3.88m   
     19.0882  0.12E-02  C  15 P0=0.31E-03     0.21s       1.35h       3.88m   
     19.0894  0.12E-02  C  15 P0=0.32E-03     0.12s       1.35h       3.87m   
     19.0906  0.12E-02  C  15 P0=0.31E-03     0.12s       1.35h       3.87m   
     19.0919  0.13E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.86m   
     19.0930  0.12E-02  C  15 P0=0.31E-03     0.26s       1.35h       3.86m   
     19.0942  0.12E-02  C  14 P0=0.48E-03     0.12s       1.35h       3.85m   
     19.0954  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.85m   
     19.0966  0.12E-02  C  14 P0=0.46E-03     0.12s       1.35h       3.84m   
     19.0978  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.84m   
     19.0991  0.13E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.83m   
     19.1002  0.12E-02  C  14 P0=0.47E-03     0.25s       1.35h       3.82m   
     19.1014  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.82m   
     19.1026  0.12E-02  C  14 P0=0.46E-03     0.12s       1.35h       3.81m   
     19.1038  0.12E-02  C  14 P0=0.46E-03     0.11s       1.35h       3.81m   
     19.1050  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.80m   
     19.1063  0.13E-02  C  15 P0=0.29E-03     0.13s       1.35h       3.80m   
     19.1073  0.12E-02  C  15 P0=0.29E-03     0.26s       1.35h       3.79m   
     19.1085  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.79m   
     19.1097  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.78m   
     19.1109  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.78m   
     19.1121  0.12E-02  C  14 P0=0.48E-03     0.12s       1.35h       3.77m   
     19.1135  0.13E-02  C  14 P0=0.48E-03     0.12s       1.35h       3.77m   
     19.1145  0.12E-02  C  15 P0=0.30E-03     0.28s       1.35h       3.76m   
     19.1157  0.12E-02  C  14 P0=0.48E-03     0.12s       1.35h       3.76m   
     19.1169  0.12E-02  C  15 P0=0.30E-03     0.13s       1.35h       3.75m   
     19.1181  0.12E-02  C  15 P0=0.29E-03     0.19s       1.35h       3.75m   
     19.1193  0.12E-02  C  15 P0=0.31E-03     0.15s       1.35h       3.74m   
     19.1207  0.13E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.74m   
     19.1217  0.12E-02  C  15 P0=0.34E-03     0.23s       1.35h       3.73m   
     19.1229  0.12E-02  C  15 P0=0.31E-03     0.12s       1.35h       3.73m   
     19.1241  0.12E-02  C  15 P0=0.36E-03     0.12s       1.35h       3.72m   
     19.1253  0.12E-02  C  15 P0=0.36E-03     0.12s       1.35h       3.72m   
     19.1265  0.12E-02  C  15 P0=0.40E-03     0.13s       1.35h       3.71m   
     19.1279  0.13E-02  C  16 P0=0.37E-03     0.13s       1.35h       3.71m   
     19.1289  0.12E-02  C  15 P0=0.37E-03     0.27s       1.35h       3.70m   
     19.1301  0.12E-02  C  16 P0=0.40E-03     0.14s       1.35h       3.69m   
     19.1313  0.12E-02  C  18 P0=0.41E-03     0.14s       1.35h       3.69m   
     19.1324  0.11E-02  C  14 P0=0.43E-03     0.29s       1.35h       3.68m   
     19.1335  0.11E-02  C  14 P0=0.43E-03     0.12s       1.35h       3.68m   
     19.1346  0.11E-02  C  14 P0=0.42E-03     0.12s       1.35h       3.68m   
     19.1357  0.11E-02  C  14 P0=0.42E-03     0.11s       1.35h       3.67m   
     19.1367  0.11E-02  C  14 P0=0.42E-03     0.12s       1.35h       3.67m   
     19.1379  0.12E-02  C  14 P0=0.42E-03     0.12s       1.35h       3.66m   
     19.1390  0.12E-02  C  14 P0=0.46E-03     0.12s       1.35h       3.66m   
     19.1402  0.12E-02  C  15 P0=0.29E-03     0.13s       1.35h       3.65m   
     19.1414  0.12E-02  C  14 P0=0.47E-03     0.12s       1.35h       3.65m   
     19.1426  0.12E-02  C  15 P0=0.31E-03     0.12s       1.35h       3.64m   
     19.1438  0.12E-02  C  15 P0=0.29E-03     0.12s       1.35h       3.64m   
     19.1451  0.13E-02  C  15 P0=0.34E-03     0.12s       1.35h       3.63m   
     19.1462  0.12E-02  C  15 P0=0.31E-03     0.26s       1.35h       3.63m   
     19.1474  0.12E-02  C  15 P0=0.44E-03     0.12s       1.35h       3.62m   
     19.1486  0.12E-02  C  15 P0=0.37E-03     0.12s       1.35h       3.61m   
     19.1497  0.11E-02  C  14 P0=0.44E-03     0.29s       1.35h       3.61m   
     19.1508  0.11E-02  C  14 P0=0.43E-03     0.12s       1.35h       3.60m   
     19.1518  0.11E-02  C  14 P0=0.43E-03     0.12s       1.35h       3.60m   
     19.1529  0.11E-02  C  14 P0=0.43E-03     0.12s       1.35h       3.60m   
     19.1540  0.11E-02  C  14 P0=0.43E-03     0.12s       1.35h       3.59m   
     19.1552  0.12E-02  C  14 P0=0.42E-03     0.11s       1.35h       3.59m   
     19.1563  0.12E-02  C  14 P0=0.46E-03     0.12s       1.35h       3.58m   
     19.1575  0.12E-02  C  15 P0=0.28E-03     0.12s       1.35h       3.58m   
     19.1587  0.12E-02  C  15 P0=0.28E-03     0.13s       1.35h       3.57m   
     19.1599  0.12E-02  C  15 P0=0.28E-03     0.12s       1.35h       3.57m   
     19.1611  0.12E-02  C  15 P0=0.28E-03     0.14s       1.35h       3.56m   
     19.1624  0.13E-02  C  15 P0=0.28E-03     0.13s       1.35h       3.56m   
     19.1636  0.13E-02  C  16 P0=0.39E-03     0.13s       1.35h       3.55m   
     19.1648  0.12E-02  C  15 P0=0.31E-03     0.27s       1.35h       3.54m   
     19.1660  0.12E-02  C  16 P0=0.33E-03     0.13s       1.35h       3.54m   
     19.1672  0.12E-02  C  15 P0=0.34E-03     0.13s       1.35h       3.53m   
     19.1684  0.12E-02  C  15 P0=0.35E-03     0.13s       1.35h       3.53m   
     19.1696  0.12E-02  C  15 P0=0.29E-03     0.12s       1.35h       3.52m   
     19.1709  0.13E-02  C  15 P0=0.33E-03     0.12s       1.35h       3.52m   
     19.1720  0.12E-02  C  15 P0=0.30E-03     0.26s       1.35h       3.51m   
     19.1732  0.12E-02  C  15 P0=0.30E-03     0.12s       1.35h       3.51m   
     19.1744  0.12E-02  C  15 P0=0.31E-03     0.12s       1.35h       3.50m   
     19.1756  0.12E-02  C  15 P0=0.29E-03     0.12s       1.35h       3.50m   
     19.1768  0.12E-02  C  15 P0=0.30E-03     0.12s       1.35h       3.49m   
     19.1781  0.13E-02  C  15 P0=0.29E-03     0.13s       1.35h       3.49m   
     19.1792  0.12E-02  C  15 P0=0.29E-03     0.26s       1.35h       3.48m   
     19.1804  0.12E-02  C  15 P0=0.29E-03     0.12s       1.35h       3.48m   
     19.1816  0.12E-02  C  15 P0=0.28E-03     0.12s       1.35h       3.47m   
     19.1828  0.12E-02  C  15 P0=0.28E-03     0.12s       1.35h       3.47m   
     19.1840  0.12E-02  C  15 P0=0.29E-03     0.12s       1.35h       3.46m   
     19.1853  0.13E-02  C  15 P0=0.29E-03     0.12s       1.35h       3.46m   
     19.1865  0.13E-02  C  15 P0=0.39E-03     0.13s       1.35h       3.45m   
     19.1877  0.12E-02  C  15 P0=0.29E-03     0.26s       1.35h       3.45m   
     19.1889  0.12E-02  C  15 P0=0.32E-03     0.12s       1.35h       3.44m   
     19.1901  0.12E-02  C  15 P0=0.30E-03     0.12s       1.35h       3.43m   
     19.1913  0.12E-02  C  15 P0=0.30E-03     0.13s       1.35h       3.43m   
     19.1925  0.12E-02  C  15 P0=0.29E-03     0.14s       1.35h       3.42m   
     19.1939  0.13E-02  C  15 P0=0.28E-03     0.14s       1.35h       3.42m   
     19.1949  0.12E-02  C  15 P0=0.29E-03     0.27s       1.35h       3.41m   
     19.1961  0.12E-02  C  15 P0=0.29E-03     0.13s       1.35h       3.41m   
     19.1973  0.12E-02  C  15 P0=0.29E-03     0.13s       1.35h       3.40m   
     19.1985  0.12E-02  C  15 P0=0.28E-03     0.12s       1.35h       3.40m   
     19.1997  0.12E-02  C  15 P0=0.29E-03     0.13s       1.35h       3.39m   
     19.2010  0.13E-02  C  15 P0=0.28E-03     0.13s       1.35h       3.39m   
     19.2022  0.13E-02  C  15 P0=0.33E-03     0.13s       1.35h       3.38m   
     19.2036  0.13E-02  C  16 P0=0.31E-03     0.14s       1.35h       3.38m   
     19.2048  0.12E-02  C  15 P0=0.29E-03     0.27s       1.35h       3.37m   
     19.2060  0.12E-02  C  15 P0=0.30E-03     0.13s       1.35h       3.37m   
     19.2072  0.12E-02  C  15 P0=0.29E-03     0.13s       1.35h       3.36m   
     19.2084  0.12E-02  C  15 P0=0.29E-03     0.12s       1.35h       3.36m   
     19.2096  0.12E-02  C  15 P0=0.29E-03     0.12s       1.35h       3.35m   
     19.2109  0.13E-02  C  15 P0=0.28E-03     0.13s       1.36h       3.35m   
     19.2121  0.13E-02  C  15 P0=0.35E-03     0.13s       1.36h       3.34m   
     19.2134  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.33m   
     19.2146  0.12E-02  C  15 P0=0.30E-03     0.31s       1.36h       3.33m   
     19.2158  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       3.32m   
     19.2170  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       3.32m   
     19.2182  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       3.31m   
     19.2194  0.12E-02  C  15 P0=0.28E-03     0.12s       1.36h       3.31m   
     19.2208  0.13E-02  C  15 P0=0.28E-03     0.14s       1.36h       3.30m   
     19.2220  0.13E-02  C  15 P0=0.31E-03     0.13s       1.36h       3.30m   
     19.2233  0.13E-02  C  15 P0=0.32E-03     0.17s       1.36h       3.29m   
     19.2246  0.13E-02  C  15 P0=0.32E-03     0.15s       1.36h       3.29m   
     19.2260  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       3.28m   
     19.2273  0.13E-02  C  15 P0=0.36E-03     0.13s       1.36h       3.27m   
     19.2288  0.15E-02  C  16 P0=0.27E-03     0.13s       1.36h       3.27m   
     19.2298  0.12E-02  C  15 P0=0.29E-03     0.40s       1.36h       3.26m   
     19.2310  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       3.26m   
     19.2322  0.12E-02  C  15 P0=0.29E-03     0.13s       1.36h       3.25m   
     19.2334  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       3.25m   
     19.2346  0.12E-02  C  15 P0=0.29E-03     0.12s       1.36h       3.24m   
     19.2360  0.13E-02  C  15 P0=0.28E-03     0.13s       1.36h       3.24m   
     19.2372  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       3.23m   
     19.2385  0.13E-02  C  15 P0=0.31E-03     0.13s       1.36h       3.23m   
     19.2398  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       3.22m   
     19.2412  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       3.21m   
     19.2425  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       3.21m   
     19.2440  0.15E-02  C  15 P0=0.35E-03     0.13s       1.36h       3.20m   
     19.2452  0.13E-02  C  15 P0=0.34E-03     0.26s       1.36h       3.20m   
     19.2465  0.13E-02  C  15 P0=0.36E-03     0.12s       1.36h       3.19m   
     19.2478  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.19m   
     19.2492  0.13E-02  C  16 P0=0.27E-03     0.13s       1.36h       3.18m   
     19.2505  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.17m   
     19.2520  0.15E-02  C  16 P0=0.27E-03     0.13s       1.36h       3.17m   
     19.2531  0.13E-02  C  15 P0=0.34E-03     0.29s       1.36h       3.16m   
     19.2545  0.13E-02  C  16 P0=0.27E-03     0.14s       1.36h       3.16m   
     19.2558  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.15m   
     19.2571  0.13E-02  C  15 P0=0.37E-03     0.13s       1.36h       3.15m   
     19.2585  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.14m   
     19.2600  0.15E-02  C  15 P0=0.37E-03     0.12s       1.36h       3.13m   
     19.2611  0.13E-02  C  15 P0=0.34E-03     0.26s       1.36h       3.13m   
     19.2625  0.13E-02  C  15 P0=0.36E-03     0.13s       1.36h       3.12m   
     19.2638  0.13E-02  C  15 P0=0.35E-03     0.13s       1.36h       3.12m   
     19.2651  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       3.11m   
     19.2665  0.13E-02  C  15 P0=0.35E-03     0.13s       1.36h       3.11m   
     19.2680  0.15E-02  C  15 P0=0.32E-03     0.13s       1.36h       3.10m   
     19.2691  0.13E-02  C  15 P0=0.34E-03     0.27s       1.36h       3.09m   
     19.2705  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       3.09m   
     19.2718  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       3.08m   
     19.2731  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       3.08m   
     19.2745  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.07m   
     19.2760  0.15E-02  C  15 P0=0.32E-03     0.13s       1.36h       3.07m   
     19.2771  0.13E-02  C  15 P0=0.32E-03     0.27s       1.36h       3.06m   
     19.2785  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.05m   
     19.2798  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.05m   
     19.2811  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       3.04m   
     19.2825  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       3.04m   
     19.2839  0.15E-02  C  15 P0=0.32E-03     0.12s       1.36h       3.03m   
     19.2853  0.15E-02  C  15 P0=0.41E-03     0.14s       1.36h       3.02m   
     19.2866  0.13E-02  C  15 P0=0.33E-03     0.32s       1.36h       3.02m   
     19.2879  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       3.01m   
     19.2893  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       3.01m   
     19.2906  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       3.00m   
     19.2919  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       3.00m   
     19.2934  0.15E-02  C  15 P0=0.33E-03     0.12s       1.36h       2.99m   
     19.2948  0.15E-02  C  15 P0=0.40E-03     0.12s       1.36h       2.98m   
     19.2962  0.15E-02  C  15 P0=0.45E-03     0.12s       1.36h       2.98m   
     19.2976  0.13E-02  C  15 P0=0.34E-03     0.26s       1.36h       2.97m   
     19.2989  0.13E-02  C  15 P0=0.33E-03     0.12s       1.36h       2.97m   
     19.3002  0.13E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.96m   
     19.3016  0.13E-02  C  15 P0=0.32E-03     0.13s       1.36h       2.95m   
     19.3029  0.13E-02  C  15 P0=0.33E-03     0.13s       1.36h       2.95m   
     19.3044  0.15E-02  C  15 P0=0.32E-03     0.12s       1.36h       2.94m   
     19.3057  0.15E-02  C  15 P0=0.35E-03     0.12s       1.36h       2.94m   
     19.3072  0.15E-02  C  15 P0=0.37E-03     0.12s       1.36h       2.93m   
     19.3087  0.15E-02  C  15 P0=0.37E-03     0.12s       1.36h       2.92m   
     19.3102  0.15E-02  C  15 P0=0.40E-03     0.12s       1.36h       2.92m   
